section,file,part,staff,notes,mean pitch,mean fret,max fret,range (midi),outcome
chorales,BWV_0708a.gp5,Guitar II,Guitar II,45,63.5,1.4,5,60-69,left as it is - already sits well
chorales,BWV_0708a.gp5,Guitar III,Guitar III,45,50.2,1.7,4,43-55,left as it is - already sits well
chorales,BWV_0708a.gp5,Bass,Bass,38,46.3,3.6,7,41-50,left as it is - already sits well
chorales,BWV_0709.gp5,Guitar I,Guitar II,171,64.9,2.8,12,52-76,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0709.gp5,Guitar II,Guitar I,207,66.9,5.5,17,50-81,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0709.gp5,Guitar III,Guitar III,175,63.5,2.8,12,55-76,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0709.gp5,Guitar IV,Guitar IV,10,62.8,3.5,8,52-72,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0709.gp5,Bass,Bass,147,39.1,1.9,4,30-47,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0710.gp5,Guitar I,Guitar III,298,66.9,5.5,18,49-82,whole piece -3 semitones
chorales,BWV_0710.gp5,Guitar II,Guitar I,308,72.8,9.6,20,55-84,whole piece -3 semitones
chorales,BWV_0710.gp5,Guitar III,Guitar II,144,71.3,8.1,17,57-81,whole piece -3 semitones
chorales,BWV_0710.gp5,Bass,Bass,66,46.3,3.3,7,43-50,whole piece -3 semitones
chorales,BWV_0711.gp5,Guitar I,Guitar II,867,67.1,5.8,22,48-86,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0711.gp5,Guitar II,Guitar I,93,69.7,5.7,10,64-74,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0712.gp5,Guitar I,Guitar III,255,59.5,3.5,16,40-80,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0712.gp5,Guitar II,Guitar I,286,61.5,3.5,14,40-78,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0712.gp5,Guitar III,Guitar II,228,61.2,3.5,12,44-76,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0712.gp5,Bass,Bass,164,43.7,3.5,11,30-54,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0713.gp5,Guitar I,Guitar II,1178,64.4,4.9,20,40-84,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0713.gp5,Guitar II,Guitar III,1246,59.1,3.5,22,40-84,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0713.gp5,Guitar III,Guitar I,1054,65.8,5.8,19,40-83,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0713.gp5,Bass,Bass,539,41.3,3.2,12,28-55,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0713a.gp5,Guitar I,Guitar III,1235,54.9,1.9,22,40-86,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0713a.gp5,Guitar II,Guitar I,1235,66.4,5.8,18,40-82,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0713a.gp5,Guitar III,Guitar II,1020,63.5,4.0,18,41-82,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0713a.gp5,Bass,Bass,538,43.0,3.6,12,28-55,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0714.gp5,Guitar I,Guitar I,42,69.6,5.7,10,65-74,left as it is - already sits well
chorales,BWV_0714.gp5,Guitar II,Guitar II,81,62.9,2.1,7,53-70,left as it is - already sits well
chorales,BWV_0714.gp5,Guitar III,Guitar III,48,57.6,1.8,4,52-62,left as it is - already sits well
chorales,BWV_0714.gp5,Bass,Bass,79,37.7,2.2,4,30-47,left as it is - already sits well
chorales,BWV_0714_Neumeister.gp5,Guitar I,Guitar I,169,71.6,8.0,19,64-83,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0714_Neumeister.gp5,Guitar II,Guitar II,221,64.0,2.6,9,56-73,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0714_Neumeister.gp5,Guitar III,Guitar III,188,58.3,1.8,6,52-66,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0714_Neumeister.gp5,Bass,Bass,204,35.7,2.1,4,28-47,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0715.gp5,Guitar I,Guitar I,149,67.7,4.8,10,51-74,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0715.gp5,Guitar II,Guitar III,99,63.2,2.4,7,40-71,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0715.gp5,Guitar III,Guitar IV,147,58.1,1.8,5,40-69,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0715.gp5,Guitar IV,Guitar II,122,63.7,4.0,18,48-81,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0716.gp5,Guitar I,Guitar II,327,66.6,4.8,20,52-84,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0716.gp5,Guitar II,Guitar I,264,70.2,7.7,19,50-83,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0716.gp5,Guitar III,Guitar III,142,54.3,2.4,14,40-78,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0716.gp5,Bass,Bass,38,46.4,5.3,12,33-55,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0717.gp5,Guitar I,Guitar II,513,61.1,2.6,17,48-81,whole piece -2 semitones
chorales,BWV_0717.gp5,Guitar II,Guitar I,412,67.7,6.8,22,50-86,whole piece -2 semitones
chorales,BWV_0717.gp5,Bass,Bass,377,41.4,3.0,12,28-55,"whole piece -2 semitones, drop D"
chorales,BWV_0718.gp5,Guitar I,Guitar II,570,60.8,4.4,19,40-83,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0718.gp5,Guitar II,Guitar I,555,64.4,5.3,20,40-83,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0718.gp5,Guitar III,Guitar III,500,59.2,4.1,19,40-83,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0718.gp5,Bass,Bass,231,40.8,3.2,12,28-55,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0719.gp5,Guitar I,Guitar III,179,56.4,1.5,5,43-69,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0719.gp5,Guitar II,Guitar II,180,64.7,2.9,15,57-79,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0719.gp5,Guitar III,Guitar I,136,70.5,7.1,15,62-79,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0719.gp5,Bass,Bass,86,38.5,2.3,11,28-54,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0720.gp5,Guitar I,Guitar III,623,61.4,3.9,21,40-83,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0720.gp5,Guitar II,Guitar I,601,71.6,8.4,20,57-83,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0720.gp5,Guitar III,Guitar II,28,65.4,3.3,10,61-74,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0720.gp5,Bass,Bass,82,39.3,1.9,7,28-50,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0721.gp5,Guitar I,Guitar I,356,62.7,1.8,5,54-69,left as it is - already sits well
chorales,BWV_0721.gp5,Guitar II,Guitar II,166,61.8,3.3,10,50-74,left as it is - already sits well
chorales,BWV_0721.gp5,Guitar III,Guitar IV,305,57.3,1.9,10,50-74,left as it is - already sits well
chorales,BWV_0721.gp5,Guitar IV,Guitar III,97,57.8,1.8,10,52-74,left as it is - already sits well
chorales,BWV_0721.gp5,Bass,Bass,358,37.2,1.9,4,28-45,left as it is - already sits well
chorales,BWV_0722.gp5,Guitar I,Guitar II,87,64.6,4.8,13,43-76,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0722.gp5,Guitar II,Guitar III,65,62.3,2.0,5,55-69,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0722.gp5,Guitar III,Guitar IV,66,60.7,1.3,5,50-69,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0722.gp5,Guitar IV,Guitar I,96,66.7,5.3,19,50-83,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0722.gp5,Bass,Bass,50,40.5,2.3,7,31-50,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0722a.gp5,Guitar,Guitar,113,65.2,5.1,12,42-76,left as it is - already sits well
chorales,BWV_0722a.gp5,Bass,Bass,90,37.9,1.8,5,31-48,left as it is - already sits well
chorales,BWV_0723.gp5,Guitar I,Guitar II,161,61.4,1.5,5,57-69,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0723.gp5,Guitar II,Guitar IV,174,58.9,1.9,12,48-76,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0723.gp5,Guitar III,Guitar I,68,75.5,12.5,22,64-86,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0723.gp5,Guitar IV,Guitar III,28,60.1,1.4,4,54-65,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0723.gp5,Bass,Bass,143,38.3,1.8,5,31-48,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0724.gp5,Guitar I,Guitar IV,132,59.1,2.6,10,48-74,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0724.gp5,Guitar II,Guitar III,120,60.6,1.5,7,50-71,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0724.gp5,Guitar III,Guitar II,79,65.9,3.6,12,55-76,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0724.gp5,Guitar IV,Guitar I,45,67.4,5.0,15,57-79,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0724.gp5,Bass,Bass,93,39.6,1.9,7,28-50,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0725.gp5,Guitar I,Guitar I,524,62.0,3.1,10,47-72,left as it is - already sits well
chorales,BWV_0725.gp5,Guitar II,Guitar II,694,59.8,1.7,8,43-72,left as it is - already sits well
chorales,BWV_0725.gp5,Guitar III,Guitar III,638,59.0,1.6,8,45-72,left as it is - already sits well
chorales,BWV_0725.gp5,Guitar IV,Guitar IV,626,58.0,2.0,10,45-74,left as it is - already sits well
chorales,BWV_0725.gp5,Bass,Bass,507,45.6,4.7,12,36-55,left as it is - already sits well
chorales,BWV_0726.gp5,Guitar I,Guitar II,67,66.5,5.6,12,47-76,left as it is - already sits well
chorales,BWV_0726.gp5,Guitar II,Guitar I,54,67.2,3.3,8,64-72,left as it is - already sits well
chorales,BWV_0726.gp5,Guitar III,Guitar IV,45,61.7,1.4,4,55-66,left as it is - already sits well
chorales,BWV_0726.gp5,Guitar IV,Guitar III,31,62.6,3.4,8,54-72,left as it is - already sits well
chorales,BWV_0726.gp5,Bass,Bass,51,36.1,2.1,4,28-47,left as it is - already sits well
chorales,BWV_0727.gp5,Guitar I,Guitar I,89,64.2,6.5,15,47-79,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0727.gp5,Guitar II,Guitar II,107,63.2,2.6,12,52-76,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0727.gp5,Guitar III,Guitar III,98,62.4,2.3,7,54-71,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0727.gp5,Guitar IV,Guitar IV,18,60.6,2.2,5,49-69,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0727.gp5,Bass,Bass,92,37.1,1.9,5,28-48,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0728.gp5,Guitar I,Guitar I,209,68.5,5.3,13,59-77,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0728.gp5,Guitar II,Guitar II,89,57.8,1.4,3,47-67,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0728.gp5,Bass,Bass,90,40.7,2.1,7,28-50,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0729.gp5,Guitar I,Guitar I,242,71.2,8.1,19,56-83,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0729.gp5,Guitar II,Guitar II,161,67.7,4.1,14,57-78,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0729.gp5,Guitar III,Guitar III,112,65.0,3.5,19,45-83,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0729.gp5,Guitar IV,Guitar IV,206,56.8,2.1,10,42-74,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0729.gp5,Bass,Bass,159,39.7,2.4,9,29-52,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0729a.gp5,Guitar,Guitar,189,69.9,7.8,19,53-83,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0729a.gp5,Bass,Bass,159,41.7,4.2,12,29-55,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0730.gp5,Guitar I,Guitar I,90,66.1,3.6,10,52-74,left as it is - already sits well
chorales,BWV_0730.gp5,Guitar II,Guitar II,78,62.9,1.5,5,48-69,left as it is - already sits well
chorales,BWV_0730.gp5,Guitar III,Guitar IV,110,56.6,1.1,4,40-62,left as it is - already sits well
chorales,BWV_0730.gp5,Guitar IV,Guitar III,20,59.5,1.4,3,43-64,left as it is - already sits well
chorales,BWV_0730.gp5,Bass,Bass,56,41.9,1.8,4,36-47,left as it is - already sits well
chorales,BWV_0731.gp5,Guitar I,Guitar I,159,67.1,5.0,15,54-79,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0731.gp5,Guitar II,Guitar III,130,65.0,3.0,12,55-76,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0731.gp5,Guitar III,Guitar IV,108,56.9,1.2,4,52-62,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0731.gp5,Guitar IV,Guitar II,108,65.9,3.6,10,54-74,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0731.gp5,Bass,Bass,76,47.8,6.2,12,38-55,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0732.gp5,Guitar I,Guitar I,125,64.3,3.6,11,40-75,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0732.gp5,Guitar II,Guitar IV,83,58.2,2.3,9,42-73,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0732.gp5,Guitar III,Guitar II,82,63.8,6.3,19,40-83,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0732.gp5,Guitar IV,Guitar III,75,59.9,2.9,11,40-75,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0732.gp5,Bass,Bass,82,43.6,4.0,9,32-52,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0732a.gp5,Guitar,Guitar,127,66.9,4.5,11,51-75,left as it is - already sits well
chorales,BWV_0732a.gp5,Bass,Bass,72,48.0,6.4,11,42-54,left as it is - already sits well
chorales,BWV_0733.gp5,Guitar I,Guitar III,432,57.9,1.9,8,41-72,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0733.gp5,Guitar II,Guitar I,470,71.4,8.4,20,57-84,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0733.gp5,Guitar III,Guitar II,413,66.6,4.4,15,55-79,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0733.gp5,Guitar IV,Guitar IV,476,52.3,1.6,5,40-65,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0733.gp5,Bass,Bass,34,41.9,1.4,5,38-48,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0734.gp5,Guitar I,Guitar I,681,69.7,7.9,22,40-86,"whole piece -2 semitones, drop D"
chorales,BWV_0734.gp5,Guitar II,Guitar II,640,66.2,4.6,20,48-84,whole piece -2 semitones
chorales,BWV_0734.gp5,Bass,Bass,162,45.8,4.0,12,33-55,whole piece -2 semitones
chorales,BWV_0734a.gp5,Guitar I,Guitar I,536,69.3,7.0,20,45-84,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0734a.gp5,Guitar II,Guitar II,424,64.5,3.7,20,48-84,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0734a.gp5,Guitar III,Guitar III,314,61.1,4.6,19,42-83,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0734a.gp5,Bass,Bass,134,42.5,4.6,12,28-55,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0735.gp5,Guitar I,Guitar I,566,68.7,6.4,20,46-84,whole piece -1 semitones
chorales,BWV_0735.gp5,Guitar II,Guitar III,562,61.8,4.0,18,41-82,whole piece -1 semitones
chorales,BWV_0735.gp5,Guitar III,Guitar II,441,67.4,7.2,20,41-84,whole piece -1 semitones
chorales,BWV_0735.gp5,Guitar IV,Guitar IV,130,54.6,2.1,13,46-77,whole piece -1 semitones
chorales,BWV_0735.gp5,Bass,Bass,69,42.2,2.5,7,34-50,whole piece -1 semitones
chorales,BWV_0735a.gp5,Guitar I,Guitar I,500,66.6,6.2,20,41-84,whole piece -1 semitones
chorales,BWV_0735a.gp5,Guitar II,Guitar III,422,64.1,5.2,18,46-82,whole piece -1 semitones
chorales,BWV_0735a.gp5,Guitar III,Guitar II,404,64.4,5.2,20,41-84,whole piece -1 semitones
chorales,BWV_0735a.gp5,Guitar IV,Guitar IV,218,60.8,4.0,20,46-84,whole piece -1 semitones
chorales,BWV_0735a.gp5,Bass,Bass,57,43.2,3.2,12,29-55,whole piece -1 semitones
chorales,BWV_0736.gp5,Guitar I,Guitar I,870,71.9,8.9,20,59-84,whole piece -2 semitones
chorales,BWV_0736.gp5,Guitar II,Guitar II,694,63.9,3.1,15,50-79,whole piece -2 semitones
chorales,BWV_0736.gp5,Guitar III,Guitar III,117,59.2,1.8,4,50-66,whole piece -2 semitones
chorales,BWV_0736.gp5,Bass,Bass,777,43.4,3.6,12,28-55,"whole piece -2 semitones, drop D"
chorales,BWV_0737.gp5,Guitar I,Guitar III,166,58.5,2.2,10,50-74,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0737.gp5,Guitar II,Guitar II,135,59.6,2.2,8,49-72,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0737.gp5,Guitar III,Guitar I,80,64.5,4.2,13,50-77,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0737.gp5,Bass,Bass,125,47.4,5.1,12,38-55,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0737_Neumeister.gp5,Guitar I,Guitar III,150,54.3,1.7,4,49-60,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0737_Neumeister.gp5,Guitar II,Guitar II,168,62.3,2.3,10,53-74,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0737_Neumeister.gp5,Guitar III,Guitar I,63,68.5,5.5,13,62-77,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0737_Neumeister.gp5,Bass,Bass,125,47.4,5.1,12,38-55,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0738.gp5,Guitar I,Guitar I,124,62.8,3.0,15,53-79,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0738.gp5,Guitar II,Guitar II,112,62.1,4.0,15,47-79,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0738.gp5,Guitar III,Guitar III,172,60.0,2.7,9,42-73,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0738.gp5,Guitar IV,Guitar IV,81,58.5,2.2,10,47-74,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0738.gp5,Bass,Bass,46,45.0,3.5,9,38-52,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0738a.gp5,Guitar I,Guitar I,46,69.5,6.3,12,62-74,left as it is - already sits well
chorales,BWV_0738a.gp5,Guitar II,Guitar II,14,45.6,1.3,3,42-50,left as it is - already sits well
chorales,BWV_0738a.gp5,Bass,Bass,118,38.9,3.3,12,28-55,left as it is - already sits well
chorales,BWV_0739.gp5,Guitar I,Guitar III,633,64.6,4.7,20,43-84,whole piece -3 semitones
chorales,BWV_0739.gp5,Guitar II,Guitar I,550,69.2,7.9,20,43-84,whole piece -3 semitones
chorales,BWV_0739.gp5,Guitar III,Guitar II,430,66.2,5.5,20,43-83,whole piece -3 semitones
chorales,BWV_0739.gp5,Guitar IV,Guitar IV,264,63.7,4.5,15,45-79,whole piece -3 semitones
chorales,BWV_0739.gp5,Bass,Bass,59,47.7,4.8,12,43-55,whole piece -3 semitones
chorales,BWV_0740.gp5,Guitar I,Guitar II,292,65.6,3.6,15,41-79,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0740.gp5,Guitar II,Guitar I,303,67.5,6.2,18,41-81,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0740.gp5,Guitar III,Guitar III,239,65.5,5.5,13,41-77,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0740.gp5,Guitar IV,Guitar IV,73,65.1,7.3,18,41-82,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0740.gp5,Bass,Bass,297,39.3,2.1,6,28-48,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0741.gp5,Guitar I,Guitar III,138,57.6,1.7,5,47-69,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0741.gp5,Guitar II,Guitar I,370,71.7,8.3,20,60-84,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0741.gp5,Guitar III,Guitar II,370,65.0,3.4,12,53-76,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0741.gp5,Guitar IV,Guitar IV,306,55.7,1.7,6,43-70,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0741.gp5,Bass,Bass,111,44.6,3.2,12,31-55,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0742.gp5,Guitar I,Guitar II,157,65.0,4.4,19,56-83,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0742.gp5,Guitar II,Guitar IV,116,62.1,5.1,19,49-83,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0742.gp5,Guitar III,Guitar I,128,65.4,4.4,15,42-79,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0742.gp5,Guitar IV,Guitar III,103,64.1,4.1,10,43-74,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0742.gp5,Bass,Bass,32,41.4,3.9,9,30-52,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0745.gp5,Guitar I,Guitar I,190,64.8,5.0,15,50-79,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0745.gp5,Guitar II,Guitar II,233,64.4,3.4,12,40-76,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0745.gp5,Guitar III,Guitar III,155,64.1,3.7,20,43-84,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0745.gp5,Guitar IV,Guitar IV,85,55.7,2.3,17,45-81,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0745.gp5,Bass,Bass,134,38.8,2.0,7,28-50,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0746.gp5,Guitar I,Guitar I,122,66.0,4.6,17,54-81,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0746.gp5,Guitar II,Guitar II,121,63.6,4.2,15,50-79,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0746.gp5,Guitar III,Guitar III,75,61.6,2.7,10,50-74,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0746.gp5,Bass,Bass,94,42.0,2.2,12,33-55,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0747.gp5,Guitar I,Guitar II,448,67.7,5.5,17,50-81,whole piece -1 semitones
chorales,BWV_0747.gp5,Guitar II,Guitar III,321,66.3,5.1,16,50-80,whole piece -1 semitones
chorales,BWV_0747.gp5,Guitar III,Guitar IV,295,65.3,6.1,18,47-82,whole piece -1 semitones
chorales,BWV_0747.gp5,Guitar IV,Guitar I,72,68.0,6.1,16,48-80,whole piece -1 semitones
chorales,BWV_0747.gp5,Bass,Bass,348,38.3,1.9,7,29-50,whole piece -1 semitones
chorales,BWV_0748.gp5,Guitar I,Guitar I,131,68.2,5.3,14,61-78,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0748.gp5,Guitar II,Guitar II,642,63.2,2.5,10,54-74,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0748.gp5,Guitar III,Guitar III,629,54.0,1.7,6,40-69,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0748.gp5,Guitar IV,Guitar IV,106,51.9,1.8,4,42-60,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0748.gp5,Bass,Bass,85,43.2,3.0,9,38-52,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0748a.gp5,Guitar I,Guitar II,642,59.1,2.4,12,42-76,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0748a.gp5,Guitar II,Guitar I,650,59.3,2.7,14,40-78,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0748a.gp5,Guitar III,Guitar III,487,59.0,2.4,12,40-76,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0748a.gp5,Guitar IV,Guitar IV,262,55.8,1.8,12,45-76,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0748a.gp5,Bass,Bass,96,43.5,3.2,9,38-52,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0749.gp5,Guitar I,Guitar II,72,69.8,7.0,13,59-76,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0749.gp5,Guitar II,Guitar I,62,70.9,7.1,17,62-81,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0749.gp5,Guitar III,Guitar III,53,60.7,2.5,14,50-78,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0749.gp5,Guitar IV,Guitar IV,16,58.2,1.5,5,54-69,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0749.gp5,Bass,Bass,37,40.4,1.4,4,31-47,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0750.gp5,Guitar I,Guitar III,30,53.7,1.1,4,43-62,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0750.gp5,Guitar II,Guitar I,71,69.1,5.5,12,62-76,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0750.gp5,Guitar III,Guitar II,62,67.3,5.6,17,59-81,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0750.gp5,Bass,Bass,87,44.6,4.3,12,31-55,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0751.gp5,Guitar I,Guitar I,221,63.7,2.5,15,52-79,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0751.gp5,Guitar II,Guitar II,268,62.8,3.5,12,50-76,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0751.gp5,Guitar III,Guitar III,25,61.3,2.2,5,55-69,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0751.gp5,Bass,Bass,89,42.0,0.9,7,38-50,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0752.gp5,Guitar I,Guitar I,63,68.7,4.8,10,62-74,left as it is - already sits well
chorales,BWV_0752.gp5,Guitar II,Guitar II,65,63.5,1.8,5,57-69,left as it is - already sits well
chorales,BWV_0752.gp5,Bass,Bass,172,37.5,1.8,4,28-47,left as it is - already sits well
chorales,BWV_0753.gp5,Guitar I,Guitar II,120,70.0,6.9,15,61-79,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0753.gp5,Guitar II,Guitar III,76,64.7,5.5,17,50-81,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0753.gp5,Guitar III,Guitar I,28,70.9,8.8,12,67-76,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0753.gp5,Bass,Bass,115,40.7,2.7,12,31-55,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0754.gp5,Guitar I,Guitar II,527,70.7,7.5,18,62-82,whole piece -1 semitones
chorales,BWV_0754.gp5,Guitar II,Guitar I,491,71.0,8.3,20,58-84,whole piece -1 semitones
chorales,BWV_0754.gp5,Bass,Bass,389,40.2,1.6,5,29-48,whole piece -1 semitones
chorales,BWV_0755.gp5,Guitar I,Guitar I,234,65.6,2.6,10,55-74,left as it is - already sits well
chorales,BWV_0755.gp5,Guitar II,Guitar III,180,64.6,2.7,10,55-74,left as it is - already sits well
chorales,BWV_0755.gp5,Guitar III,Guitar II,59,65.1,2.5,10,48-74,left as it is - already sits well
chorales,BWV_0755.gp5,Bass,Bass,417,40.2,2.0,9,28-52,left as it is - already sits well
