section,file,part,staff,notes,mean pitch,mean fret,max fret,range (midi),outcome
chorales,BWV_0634.gp5,Guitar III,Guitar IV,83,56.1,1.8,4,52-64,left as it is - already sits well
chorales,BWV_0634.gp5,Guitar IV,Guitar III,79,63.1,2.9,10,52-74,left as it is - already sits well
chorales,BWV_0634.gp5,Bass,Bass,80,37.7,1.8,6,28-49,left as it is - already sits well
chorales,BWV_0635.gp5,Guitar I,Guitar I,85,64.9,3.6,10,55-74,left as it is - already sits well
chorales,BWV_0635.gp5,Guitar II,Guitar II,225,63.5,2.2,8,50-72,left as it is - already sits well
chorales,BWV_0635.gp5,Guitar III,Guitar III,174,56.0,1.5,6,46-70,left as it is - already sits well
chorales,BWV_0635.gp5,Bass,Bass,167,46.4,5.4,12,36-55,left as it is - already sits well
chorales,BWV_0636.gp5,Guitar I,Guitar I,59,69.2,5.6,13,57-77,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0636.gp5,Guitar II,Guitar II,111,62.6,2.0,6,45-70,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0636.gp5,Guitar III,Guitar III,117,55.9,1.8,4,45-67,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0636.gp5,Bass,Bass,101,47.2,6.0,12,38-55,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0637.gp5,Guitar I,Guitar II,176,64.0,2.1,7,54-71,left as it is - already sits well
chorales,BWV_0637.gp5,Guitar II,Guitar I,65,68.9,5.7,12,62-76,left as it is - already sits well
chorales,BWV_0637.gp5,Guitar III,Guitar IV,144,55.7,1.5,4,47-65,left as it is - already sits well
chorales,BWV_0637.gp5,Guitar IV,Guitar III,61,56.2,1.7,4,47-63,left as it is - already sits well
chorales,BWV_0637.gp5,Bass,Bass,75,37.0,2.1,6,28-48,left as it is - already sits well
chorales,BWV_0638.gp5,Guitar I,Guitar I,74,67.9,4.8,12,57-76,left as it is - already sits well
chorales,BWV_0638.gp5,Guitar II,Guitar III,135,62.8,2.2,7,52-71,left as it is - already sits well
chorales,BWV_0638.gp5,Guitar III,Guitar IV,168,56.1,1.5,4,49-67,left as it is - already sits well
chorales,BWV_0638.gp5,Guitar IV,Guitar II,20,63.8,1.8,4,61-68,left as it is - already sits well
chorales,BWV_0638.gp5,Bass,Bass,104,47.0,6.3,12,38-55,left as it is - already sits well
chorales,BWV_0638a.gp5,Guitar I,Guitar I,71,68.0,4.8,10,61-74,left as it is - already sits well
chorales,BWV_0638a.gp5,Guitar II,Guitar III,173,56.5,1.6,4,49-67,left as it is - already sits well
chorales,BWV_0638a.gp5,Guitar III,Guitar II,140,62.8,2.0,7,54-71,left as it is - already sits well
chorales,BWV_0638a.gp5,Bass,Bass,104,47.0,6.3,12,38-55,left as it is - already sits well
chorales,BWV_0639.gp5,Guitar I,Guitar I,132,69.9,6.1,13,63-77,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0639.gp5,Guitar II,Guitar II,281,61.6,2.1,6,51-70,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0639.gp5,Bass,Bass,161,37.7,2.6,6,28-48,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0639_Neumeister.gp5,Guitar I,Guitar I,107,70.4,6.5,13,63-77,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0639_Neumeister.gp5,Guitar II,Guitar II,287,61.7,2.1,8,51-72,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0639_Neumeister.gp5,Bass,Bass,143,37.8,2.6,6,28-48,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0640.gp5,Guitar I,Guitar I,62,64.4,2.0,8,59-71,left as it is - already sits well
chorales,BWV_0640.gp5,Guitar II,Guitar IV,91,57.1,1.3,4,47-67,left as it is - already sits well
chorales,BWV_0640.gp5,Guitar III,Guitar III,60,59.0,3.5,12,47-76,left as it is - already sits well
chorales,BWV_0640.gp5,Guitar IV,Guitar II,50,59.3,2.7,10,47-74,left as it is - already sits well
chorales,BWV_0640.gp5,Bass,Bass,78,36.4,1.9,4,28-47,left as it is - already sits well
chorales,BWV_0641.gp5,Guitar I,Guitar I,196,69.9,6.5,17,62-81,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0641.gp5,Guitar II,Guitar II,63,63.5,2.1,5,55-69,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0641.gp5,Guitar III,Guitar III,64,57.1,1.5,4,48-64,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0641.gp5,Bass,Bass,62,46.6,4.9,12,38-55,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0642.gp5,Guitar I,Guitar I,56,69.6,5.6,12,64-76,left as it is - already sits well
chorales,BWV_0642.gp5,Guitar II,Guitar II,233,62.9,1.8,8,56-72,left as it is - already sits well
chorales,BWV_0642.gp5,Guitar III,Guitar III,268,55.7,1.6,6,45-69,left as it is - already sits well
chorales,BWV_0642.gp5,Bass,Bass,120,47.7,7.4,12,36-55,left as it is - already sits well
chorales,BWV_0643.gp5,Guitar I,Guitar II,97,64.6,2.7,10,50-74,left as it is - already sits well
chorales,BWV_0643.gp5,Guitar II,Guitar III,135,63.0,2.2,10,55-72,left as it is - already sits well
chorales,BWV_0643.gp5,Guitar III,Guitar IV,162,55.8,1.3,4,47-66,left as it is - already sits well
chorales,BWV_0643.gp5,Guitar IV,Guitar I,33,65.9,3.1,5,57-69,left as it is - already sits well
chorales,BWV_0643.gp5,Bass,Bass,156,36.6,1.6,4,28-45,left as it is - already sits well
chorales,BWV_0644.gp5,Guitar I,Guitar II,86,64.7,3.8,8,55-72,left as it is - already sits well
chorales,BWV_0644.gp5,Guitar II,Guitar IV,103,57.4,2.3,10,43-74,left as it is - already sits well
chorales,BWV_0644.gp5,Guitar III,Guitar III,79,63.5,3.6,10,48-74,left as it is - already sits well
chorales,BWV_0644.gp5,Guitar IV,Guitar I,49,66.1,5.0,11,50-75,left as it is - already sits well
chorales,BWV_0644.gp5,Bass,Bass,57,47.1,7.1,12,36-55,left as it is - already sits well
chorales,BWV_0645.gp5,Guitar I,Guitar I,727,64.2,3.7,13,55-77,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0645.gp5,Guitar II,Guitar II,166,57.7,2.0,4,51-67,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0645.gp5,Bass,Bass,379,46.2,5.0,12,36-55,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0646.gp5,Guitar I,Guitar II,399,67.3,4.9,12,55-76,left as it is - already sits well
chorales,BWV_0646.gp5,Guitar II,Guitar I,45,68.8,4.8,10,64-74,left as it is - already sits well
chorales,BWV_0646.gp5,Bass,Bass,336,41.6,2.6,9,28-52,left as it is - already sits well
chorales,BWV_0647.gp5,Guitar I,Guitar I,360,72.7,9.3,15,65-79,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0647.gp5,Guitar II,Guitar II,351,66.0,3.7,10,58-74,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0647.gp5,Guitar III,Guitar III,58,60.2,1.7,5,55-67,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0647.gp5,Bass,Bass,445,38.9,1.9,6,29-49,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0648.gp5,Guitar I,Guitar II,108,63.7,2.6,8,52-72,left as it is - already sits well
chorales,BWV_0648.gp5,Guitar II,Guitar I,104,64.5,3.3,8,52-72,left as it is - already sits well
chorales,BWV_0648.gp5,Guitar III,Guitar III,74,63.1,3.2,10,53-74,left as it is - already sits well
chorales,BWV_0648.gp5,Bass,Bass,157,39.6,2.1,7,28-50,left as it is - already sits well
chorales,BWV_0649.gp5,Guitar I,Guitar II,525,59.1,2.6,8,43-72,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0649.gp5,Guitar II,Guitar I,40,71.9,7.9,13,67-77,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0649.gp5,Bass,Bass,177,41.0,2.1,8,29-50,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0650.gp5,Guitar I,Guitar II,507,62.5,5.0,20,40-83,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0650.gp5,Guitar II,Guitar III,542,62.1,5.4,19,40-83,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0650.gp5,Guitar III,Guitar I,468,70.0,9.0,20,47-84,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0650.gp5,Bass,Bass,60,52.0,10.3,12,36-55,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0651.gp5,Guitar I,Guitar I,858,67.1,4.7,17,48-81,left as it is - it would need a wider stretch than the original
chorales,BWV_0651.gp5,Guitar II,Guitar II,790,65.9,6.2,18,48-82,left as it is - it would need a wider stretch than the original
chorales,BWV_0651.gp5,Guitar III,Guitar III,780,63.5,4.0,20,47-84,left as it is - it would need a wider stretch than the original
chorales,BWV_0651.gp5,Guitar IV,Guitar IV,560,63.2,5.6,18,43-82,left as it is - it would need a wider stretch than the original
chorales,BWV_0651.gp5,Bass,Bass,134,43.5,2.7,7,36-50,left as it is - it would need a wider stretch than the original
chorales,BWV_0651a.gp5,Guitar I,Guitar I,398,68.2,5.6,18,48-81,left as it is - it would need a wider stretch than the original
chorales,BWV_0651a.gp5,Guitar II,Guitar III,333,64.2,4.3,18,48-82,left as it is - it would need a wider stretch than the original
chorales,BWV_0651a.gp5,Guitar III,Guitar IV,332,63.0,3.7,20,48-84,left as it is - it would need a wider stretch than the original
chorales,BWV_0651a.gp5,Guitar IV,Guitar II,247,65.7,7.0,18,48-82,left as it is - it would need a wider stretch than the original
chorales,BWV_0651a.gp5,Bass,Bass,70,43.4,2.8,7,36-50,left as it is - it would need a wider stretch than the original
chorales,BWV_0652.gp5,Guitar I,Guitar I,803,63.9,3.6,15,48-79,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0652.gp5,Guitar II,Guitar III,754,62.0,2.7,14,47-78,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0652.gp5,Guitar III,Guitar II,498,62.7,2.6,12,50-76,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0652.gp5,Guitar IV,Guitar IV,112,60.9,2.7,13,50-77,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0652.gp5,Bass,Bass,450,39.7,2.1,12,28-55,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0652a.gp5,Guitar I,Guitar I,836,64.7,3.8,15,49-78,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0652a.gp5,Guitar II,Guitar IV,744,61.3,2.6,15,47-79,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0652a.gp5,Guitar III,Guitar II,523,64.2,3.7,15,50-79,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0652a.gp5,Guitar IV,Guitar III,99,63.0,2.9,15,50-79,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0652a.gp5,Bass,Bass,418,38.3,1.9,12,28-55,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0653.gp5,Guitar I,Guitar I,333,70.5,7.1,17,43-81,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0653.gp5,Guitar II,Guitar IV,304,65.6,4.9,19,43-83,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0653.gp5,Guitar III,Guitar II,214,66.7,4.6,15,50-79,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0653.gp5,Guitar IV,Guitar III,39,66.6,4.3,12,57-76,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0653.gp5,Bass,Bass,265,37.3,1.6,5,28-48,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0653a.gp5,Guitar I,Guitar I,297,70.7,7.7,19,55-83,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0653a.gp5,Guitar II,Guitar II,291,67.6,5.3,15,43-79,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0653a.gp5,Guitar III,Guitar III,144,62.7,2.7,14,50-78,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0653a.gp5,Bass,Bass,219,37.6,1.7,8,28-51,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0653b.gp5,Guitar I,Guitar I,257,70.2,7.2,19,50-83,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0653b.gp5,Guitar II,Guitar III,267,69.6,6.6,17,47-81,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0653b.gp5,Guitar III,Guitar IV,192,60.9,3.1,10,48-74,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0653b.gp5,Guitar IV,Guitar II,137,70.2,7.0,14,55-78,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0653b.gp5,Bass,Bass,338,40.9,2.2,10,28-52,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0654.gp5,Guitar I,Guitar IV,545,62.4,2.8,9,50-72,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0654.gp5,Guitar II,Guitar III,538,62.4,3.0,13,48-77,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0654.gp5,Guitar III,Guitar I,348,63.5,3.7,15,51-79,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0654.gp5,Guitar IV,Guitar II,81,62.5,3.0,9,51-73,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0654.gp5,Bass,Bass,399,39.3,2.8,12,28-55,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0655.gp5,Guitar I,Guitar I,691,72.8,9.6,20,55-84,whole piece -2 semitones
chorales,BWV_0655.gp5,Guitar II,Guitar II,681,71.6,8.6,20,54-84,whole piece -2 semitones
chorales,BWV_0655.gp5,Guitar III,Guitar III,345,70.2,7.1,19,57-83,whole piece -2 semitones
chorales,BWV_0655.gp5,Bass,Bass,324,41.2,2.7,12,28-55,"whole piece -2 semitones, drop D"
chorales,BWV_0655_1.gp5,Guitar I,Guitar I,381,74.9,11.5,21,62-84,whole piece -3 semitones
chorales,BWV_0655_1.gp5,Guitar II,Guitar II,332,69.6,6.7,20,55-84,whole piece -3 semitones
chorales,BWV_0655_1.gp5,Bass,Bass,95,44.8,3.3,12,36-55,whole piece -3 semitones
chorales,BWV_0655_3.gp5,Guitar I,Guitar I,245,73.7,11.5,20,60-84,whole piece -1 semitones
chorales,BWV_0655_3.gp5,Guitar II,Guitar II,221,62.0,3.2,10,48-74,whole piece -1 semitones
chorales,BWV_0655_3.gp5,Guitar III,Guitar III,7,60.3,1.9,3,53-65,whole piece -1 semitones
chorales,BWV_0655_3.gp5,Bass,Bass,40,44.8,2.8,7,41-50,whole piece -1 semitones
chorales,BWV_0655_4.gp5,Guitar I,Guitar I,468,72.6,10.1,20,55-84,down an octave
chorales,BWV_0655_4.gp5,Guitar II,Guitar II,419,66.3,4.4,17,50-81,"down an octave, drop D"
chorales,BWV_0655_4.gp5,Bass,Bass,40,44.8,2.8,7,41-50,down an octave
chorales,BWV_0655a.gp5,Guitar I,Guitar II,248,68.5,7.1,20,45-84,whole piece -3 semitones
chorales,BWV_0655a.gp5,Guitar II,Guitar III,247,66.4,6.7,20,43-84,whole piece -3 semitones
chorales,BWV_0655a.gp5,Guitar III,Guitar IV,157,65.1,6.1,19,48-83,whole piece -3 semitones
chorales,BWV_0655a.gp5,Guitar IV,Guitar I,41,73.5,10.5,19,52-83,whole piece -3 semitones
chorales,BWV_0655a.gp5,Bass,Bass,75,44.8,3.1,9,36-52,whole piece -3 semitones
chorales,BWV_0655b.gp5,Guitar I,Guitar III,272,71.2,7.7,15,57-79,whole piece -3 semitones
chorales,BWV_0655b.gp5,Guitar II,Guitar I,252,74.0,11.3,21,55-84,whole piece -3 semitones
chorales,BWV_0655b.gp5,Guitar III,Guitar II,195,71.8,8.4,20,57-83,whole piece -3 semitones
chorales,BWV_0655b.gp5,Bass,Bass,132,41.6,3.0,12,31-55,whole piece -3 semitones
chorales,BWV_0655c.gp5,Guitar I,Guitar I,701,73.6,10.2,20,55-84,whole piece -2 semitones
chorales,BWV_0655c.gp5,Guitar II,Guitar II,658,70.7,7.5,20,54-84,whole piece -2 semitones
chorales,BWV_0655c.gp5,Guitar III,Guitar III,340,70.3,7.3,19,57-83,whole piece -2 semitones
chorales,BWV_0655c.gp5,Bass,Bass,323,41.1,2.6,12,28-55,"whole piece -2 semitones, drop D"
chorales,BWV_0656.gp5,Guitar I,Guitar I,920,64.8,5.1,19,45-83,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0656.gp5,Guitar II,Guitar III,950,62.0,4.5,19,40-83,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0656.gp5,Guitar III,Guitar II,796,62.6,4.7,19,40-83,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0656.gp5,Guitar IV,Guitar IV,350,60.7,3.6,14,40-78,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0656.gp5,Bass,Bass,141,48.4,6.1,12,40-54,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0656a.gp5,Guitar I,Guitar I,836,65.0,5.1,17,45-81,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0656a.gp5,Guitar II,Guitar II,772,63.4,4.9,17,40-81,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0656a.gp5,Guitar III,Guitar IV,759,61.8,4.6,20,40-84,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0656a.gp5,Guitar IV,Guitar III,362,62.4,4.2,19,40-83,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0656a.gp5,Bass,Bass,100,47.9,5.4,12,40-54,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0657.gp5,Guitar I,Guitar I,431,63.5,2.4,12,50-76,left as it is - already sits well
chorales,BWV_0657.gp5,Guitar II,Guitar III,390,60.6,1.9,12,50-76,left as it is - already sits well
chorales,BWV_0657.gp5,Guitar III,Guitar II,271,63.2,2.9,12,48-76,left as it is - already sits well
chorales,BWV_0657.gp5,Guitar IV,Guitar IV,79,59.9,1.5,8,54-72,left as it is - already sits well
chorales,BWV_0657.gp5,Bass,Bass,431,38.9,1.9,7,28-50,left as it is - already sits well
chorales,BWV_0658.gp5,Guitar I,Guitar I,295,68.0,6.5,20,48-84,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0658.gp5,Guitar II,Guitar IV,354,61.0,4.0,16,40-80,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0658.gp5,Guitar III,Guitar III,388,62.0,5.2,20,40-84,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0658.gp5,Guitar IV,Guitar II,225,62.2,5.2,15,40-79,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0658.gp5,Bass,Bass,77,42.1,1.9,5,36-48,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0658a.gp5,Guitar I,Guitar II,318,62.6,3.6,11,40-74,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0658a.gp5,Guitar II,Guitar III,315,62.0,4.6,16,40-80,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0658a.gp5,Guitar III,Guitar IV,361,60.3,4.9,21,40-84,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0658a.gp5,Guitar IV,Guitar I,210,63.4,5.1,15,41-79,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0658a.gp5,Bass,Bass,57,42.2,1.8,5,36-48,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0659.gp5,Guitar I,Guitar III,251,64.8,4.9,18,53-82,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0659.gp5,Guitar II,Guitar IV,191,61.5,2.5,8,54-72,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0659.gp5,Guitar III,Guitar I,240,68.4,6.2,20,50-84,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0659.gp5,Guitar IV,Guitar II,125,67.1,5.9,15,48-79,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0659.gp5,Bass,Bass,241,47.7,6.1,12,36-55,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0659a.gp5,Guitar I,Guitar IV,218,60.2,2.1,6,53-67,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0659a.gp5,Guitar II,Guitar III,243,65.5,4.6,20,53-84,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0659a.gp5,Guitar III,Guitar I,238,69.8,7.7,20,48-84,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0659a.gp5,Guitar IV,Guitar II,79,66.5,5.2,13,50-77,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0659a.gp5,Bass,Bass,241,47.7,6.0,12,36-55,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0660.gp5,Guitar I,Guitar IV,366,58.3,2.8,11,41-75,whole piece -1 semitones
chorales,BWV_0660.gp5,Guitar II,Guitar III,204,59.6,3.1,15,42-79,whole piece -1 semitones
chorales,BWV_0660.gp5,Guitar III,Guitar II,90,72.7,10.5,22,57-86,whole piece -1 semitones
chorales,BWV_0660.gp5,Guitar IV,Guitar I,21,74.1,11.6,20,62-84,whole piece -1 semitones
chorales,BWV_0660.gp5,Bass,Bass,410,39.3,1.8,8,29-50,whole piece -1 semitones
chorales,BWV_0660a.gp5,Guitar I,Guitar IV,373,58.9,2.9,11,41-75,whole piece -1 semitones
chorales,BWV_0660a.gp5,Guitar II,Guitar III,223,59.6,3.3,11,43-75,whole piece -1 semitones
chorales,BWV_0660a.gp5,Guitar III,Guitar II,107,74.0,12.0,20,50-84,whole piece -1 semitones
chorales,BWV_0660a.gp5,Guitar IV,Guitar I,24,79.2,16.1,22,55-86,whole piece -1 semitones
chorales,BWV_0660a.gp5,Bass,Bass,411,39.3,1.8,8,29-50,whole piece -1 semitones
chorales,BWV_0660b.gp5,Guitar I,Guitar II,297,65.1,4.8,13,43-77,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0660b.gp5,Guitar II,Guitar I,301,65.9,5.5,22,48-86,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0660b.gp5,Guitar III,Guitar III,238,59.1,4.0,16,41-79,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0660b.gp5,Guitar IV,Guitar IV,83,56.9,2.5,10,41-74,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0660b.gp5,Bass,Bass,37,44.8,2.2,8,42-50,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0661.gp5,Guitar I,Guitar II,461,64.4,5.0,17,45-81,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0661.gp5,Guitar II,Guitar I,518,66.6,6.2,20,42-84,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0661.gp5,Guitar III,Guitar III,345,59.9,3.6,17,40-81,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0661.gp5,Bass,Bass,48,44.6,2.2,8,42-50,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0661a.gp5,Guitar I,Guitar III,470,63.5,3.5,11,45-75,whole piece -3 semitones
chorales,BWV_0661a.gp5,Guitar II,Guitar I,449,73.1,10.6,20,57-84,whole piece -3 semitones
chorales,BWV_0661a.gp5,Guitar III,Guitar II,396,69.3,7.6,22,50-86,whole piece -3 semitones
chorales,BWV_0661a.gp5,Bass,Bass,41,44.8,2.4,8,42-50,whole piece -3 semitones
chorales,BWV_0662.gp5,Guitar I,Guitar III,515,66.4,3.9,17,56-81,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0662.gp5,Guitar II,Guitar IV,467,63.7,4.0,14,49-78,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0662.gp5,Guitar III,Guitar II,432,66.8,4.2,14,54-78,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0662.gp5,Guitar IV,Guitar I,185,67.3,5.3,14,52-78,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0662.gp5,Bass,Bass,306,37.9,2.0,6,28-49,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0663.gp5,Guitar I,Guitar IV,811,65.0,4.3,19,50-83,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0663.gp5,Guitar II,Guitar I,743,67.7,6.0,20,47-84,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0663.gp5,Guitar III,Guitar II,488,66.9,5.3,15,50-79,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0663.gp5,Guitar IV,Guitar III,127,65.3,4.3,17,50-81,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0663.gp5,Bass,Bass,374,39.4,2.3,12,28-55,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0663a.gp5,Guitar I,Guitar II,768,66.5,5.3,20,50-83,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0663a.gp5,Guitar II,Guitar I,796,66.7,5.2,20,45-84,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0663a.gp5,Guitar III,Guitar IV,476,65.8,5.0,15,50-79,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0663a.gp5,Guitar IV,Guitar III,113,66.0,4.3,12,52-76,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0663a.gp5,Bass,Bass,373,39.4,2.3,12,28-55,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0664.gp5,Guitar I,Guitar I,822,72.3,8.8,20,61-84,whole piece -2 semitones
chorales,BWV_0664.gp5,Guitar II,Guitar II,850,70.0,7.2,19,50-83,whole piece -2 semitones
chorales,BWV_0664.gp5,Guitar III,Guitar III,502,67.8,5.9,15,50-79,whole piece -2 semitones
chorales,BWV_0664.gp5,Guitar IV,Guitar IV,126,66.9,4.6,17,50-81,whole piece -2 semitones
chorales,BWV_0664.gp5,Bass,Bass,447,40.8,2.9,12,28-55,"whole piece -2 semitones, drop D"
chorales,BWV_0664a.gp5,Guitar I,Guitar I,750,72.0,8.5,20,50-84,whole piece -2 semitones
chorales,BWV_0664a.gp5,Guitar II,Guitar II,773,70.6,7.7,19,50-83,whole piece -2 semitones
chorales,BWV_0664a.gp5,Guitar III,Guitar III,482,67.2,5.3,19,52-83,whole piece -2 semitones
chorales,BWV_0664a.gp5,Guitar IV,Guitar IV,145,66.8,3.9,17,50-81,whole piece -2 semitones
chorales,BWV_0664a.gp5,Bass,Bass,435,42.9,3.7,12,28-55,"whole piece -2 semitones, drop D"
chorales,BWV_0664b.gp5,Guitar I,Guitar I,1055,72.3,9.8,21,50-85,whole piece -2 semitones
chorales,BWV_0664b.gp5,Guitar II,Guitar II,989,67.7,6.0,18,50-82,whole piece -2 semitones
chorales,BWV_0664b.gp5,Bass,Bass,438,42.3,3.6,12,28-55,"whole piece -2 semitones, drop D"
chorales,BWV_0664c.gp5,Guitar I,Guitar I,461,72.6,9.5,20,52-84,whole piece -2 semitones
chorales,BWV_0664c.gp5,Guitar II,Guitar II,448,69.7,7.4,18,53-82,whole piece -2 semitones
chorales,BWV_0664c.gp5,Bass,Bass,186,38.9,1.9,7,28-50,"whole piece -2 semitones, drop D"
chorales,BWV_0665.gp5,Guitar I,Guitar II,415,59.6,2.4,15,45-79,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0665.gp5,Guitar II,Guitar I,347,61.4,3.0,15,40-79,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0665.gp5,Guitar III,Guitar IV,334,54.8,2.2,15,40-79,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0665.gp5,Guitar IV,Guitar III,302,55.6,2.2,12,40-76,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0665.gp5,Bass,Bass,111,44.1,4.3,12,28-55,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0665a.gp5,Guitar I,Guitar II,432,59.5,2.4,17,40-81,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0665a.gp5,Guitar II,Guitar I,379,62.5,2.5,15,40-79,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0665a.gp5,Guitar III,Guitar IV,363,55.3,2.2,12,40-76,left as it is - nothing lower fits without falling off the neck
